baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
0.405795658,-2.470954199,3.024258503,-0.81704464,0.413902918,0.999997623
0.565870972,-0.718767593,1.392645046,-0.516116863,0.605772791,0.999997623
8.031321175,-0.10918808,0.738457109,-0.147859745,0.882453458,0.999997623
6.775987322,0.076744431,0.726989072,0.105564765,0.915927682,0.999997623
7028.460699,-0.132963308,0.133577092,-0.995405016,0.31953932,0.999997623
4.851286921,-1.022787468,0.513098331,-1.993355671,0.046222514,0.999997623
1.912232528,-0.917187921,0.674442139,-1.359920841,0.173854975,0.999997623
830.5170714,-0.387117048,0.262626052,-1.47402379,0.140475186,0.999997623
10474.52065,-0.515669039,0.258057747,-1.99826994,0.045687403,0.999997623
117.1576663,0.106156238,0.398185662,0.266599851,0.78977727,0.999997623
3181.165415,0.027893781,0.17419599,0.160128721,0.872779677,0.999997623
12.49674946,0.140437348,0.345868951,0.40604208,0.684711682,0.999997623
443.3865735,-0.307991733,0.299410216,-1.028661406,0.303638812,0.999997623
1497.545998,0.048658589,0.165867197,0.293358722,0.769247973,0.999997623
274.1903657,-0.213412186,0.214313831,-0.995792877,0.319350792,0.999997623
0.53726153,2.322326192,2.582739673,0.899171611,0.368561259,0.999997623
9.0261642,-0.613961828,0.625508159,-0.981540879,0.326326086,0.999997623
499.5301431,-0.245124922,0.312088714,-0.785433471,0.432199463,0.999997623
2388.389694,-0.463028977,0.282211755,-1.640714707,0.100856651,0.999997623
0.976921664,0.709888825,1.105886377,0.64191841,0.52092616,0.999997623
12.77205869,-0.187349443,0.54868258,-0.341453237,0.732762403,0.999997623
2492.31693,0.065339071,0.185122207,0.352951013,0.724125166,0.999997623
1729.127138,-0.257248244,0.232226492,-1.107747188,0.267971014,0.999997623
8.274311173,0.460133508,0.525553828,0.875521181,0.381290391,0.999997623
1571.22916,-0.029782318,0.089985479,-0.330968043,0.740668624,0.999997623
19.96460383,-0.153830401,0.261790473,-0.587608859,0.556794864,0.999997623
356.6848,-0.274652215,0.195947151,-1.40166475,0.161015382,0.999997623
492.4163553,-0.001004297,0.074933129,-0.013402582,0.989306607,0.999997623
315.315612,-0.272988751,0.123718326,-2.206534474,0.027346599,0.999997623
1544.193337,-0.173919737,0.124745528,-1.394196165,0.163258376,0.999997623
8242.613115,-0.073860723,0.206543619,-0.35760351,0.720640051,0.999997623
2837.506828,-0.212166094,0.240363281,-0.882689289,0.377404171,0.999997623
0.936364218,-0.353106487,2.154983387,-0.163855782,0.869844678,0.999997623
3.629229523,0.074591606,0.760050006,0.098140393,0.921820813,0.999997623
25.32439034,0.029618782,0.342854858,0.08638869,0.931157438,0.999997623
8.371921048,0.108457757,0.401154474,0.270364072,0.786880178,0.999997623
2.312730315,-0.110415983,0.896343197,-0.123184941,0.90196065,0.999997623
12.4476118,-0.17376561,0.406773121,-0.427180659,0.669247748,0.999997623
24.43585503,-0.274850864,0.346906046,-0.79229194,0.428190471,0.999997623
6.372549785,-0.181364077,0.467488713,-0.387953917,0.698050137,0.999997623
68.42663667,0.11595521,0.289995894,0.399851212,0.689266109,0.999997623
22.00957997,0.198406777,0.309320319,0.641428205,0.521244513,0.999997623
17.72450115,0.096088057,0.350889599,0.27384128,0.784206599,0.999997623
2286.332791,0.297151073,0.182151887,1.63133678,0.102819277,0.999997623
43.41741886,-0.173052514,0.190913592,-0.906444178,0.364700798,0.999997623
39.43672318,0.189697131,0.198318811,0.956526164,0.338806472,0.999997623
1.380782216,-1.524607835,1.618317354,-0.942094473,0.346144274,0.999997623
2404.449234,-0.083390639,0.215862514,-0.386313664,0.699264382,0.999997623
0.138826345,-0.751133319,3.055317118,-0.245844634,0.805802504,0.999997623
3.215901602,1.281110272,0.582762639,2.198339745,0.027924904,0.999997623
4.596195089,-0.238136636,1.103053519,-0.21588856,0.829074614,0.999997623
1071.11244,0.002542231,0.155616987,0.016336464,0.986965967,0.999997623
74.17098849,-0.019252556,0.420665865,-0.045766861,0.963496072,0.999997623
6.347049979,-0.970151083,0.73659267,-1.31707947,0.187811988,0.999997623
2.192957958,-0.378758683,1.464864272,-0.258562305,0.79597297,0.999997623
7847.613685,-0.078228893,0.086494217,-0.904440736,0.365761746,0.999997623
0.388879242,0.602555987,2.328949939,0.258724319,0.795847954,0.999997623
0.71356909,-2.21757861,1.899468562,-1.167473184,0.243019331,0.999997623
329.2846894,-0.16390827,0.249123602,-0.657939549,0.510576976,0.999997623
2.058827598,-0.176102579,0.868546571,-0.202755483,0.839326155,0.999997623
67.9852157,0.260270086,0.206123861,1.262687805,0.206701398,0.999997623
5.192658873,0.320420031,0.506006859,0.633232584,0.52658177,0.999997623
21.93038715,0.059781759,0.298325936,0.200390754,0.84117499,0.999997623
38.79542622,0.534450966,0.271243422,1.970373924,0.048795532,0.999997623
73.11121996,-0.149614218,0.387065242,-0.386534883,0.699100574,0.999997623
5.19862306,0.569590686,0.537292196,1.060113453,0.289092988,0.999997623
18.7878941,0.14570903,0.422104264,0.345196773,0.729946444,0.999997623
30.48582741,0.016886753,0.316361532,0.053378024,0.957430715,0.999997623
12842.11795,-0.076855166,0.227837277,-0.337324811,0.735872058,0.999997623
2.153591663,-0.156960222,0.672689467,-0.233332361,0.815503331,0.999997623
6.427860073,-0.201674123,0.527472056,-0.382340866,0.702208546,0.999997623
519.3268019,0.039863633,0.384846013,0.103583333,0.917500015,0.999997623
37.59740651,0.096463763,0.295605734,0.32632575,0.744177908,0.999997623
23.44281149,0.014537935,0.371366216,0.039147165,0.968773057,0.999997623
294.3511356,-0.029958252,0.241547587,-0.124026294,0.901294456,0.999997623
1.037702924,-0.51462404,0.901113059,-0.571098193,0.567933083,0.999997623
35.10260292,-0.368689679,0.364285782,-1.012089128,0.31149544,0.999997623
1401.324323,0.06259912,0.143960725,0.434834711,0.663682408,0.999997623
292.0709497,0.039984514,0.231789994,0.17250319,0.863041953,0.999997623
19.99118751,0.087725487,0.323149196,0.271470541,0.786029154,0.999997623
66.09416781,0.622252087,0.276795411,2.248057819,0.024572503,0.999997623
588.2004859,-0.022577793,0.172564363,-0.130836938,0.895904301,0.999997623
22.71755829,0.233120923,0.384989927,0.605524732,0.544830396,0.999997623
595.1394309,-0.200944282,0.179098697,-1.121975117,0.26187302,0.999997623
693.098728,-0.185337768,0.189337811,-0.978873514,0.327642481,0.999997623
3.679129987,-0.725104749,1.710779989,-0.423844535,0.671679197,0.999997623
0.10127628,-0.385262425,3.055655294,-0.126081769,0.899667199,0.999997623
37207.64161,0.036641021,0.114094154,0.321147222,0.748098826,0.999997623
151.5573501,-0.113858833,0.190604146,-0.597357588,0.550268664,0.999997623
73.16446068,0.047283081,0.401337895,0.117813646,0.906215317,0.999997623
86.92148121,-0.110510805,0.29673899,-0.37241754,0.709581997,0.999997623
4.182440186,-0.353436434,0.890488982,-0.396901524,0.691440081,0.999997623
20408.09338,-0.101533151,0.219480036,-0.462607682,0.643645601,0.999997623
12.85676411,0.50912462,0.384108057,1.325472378,0.185014525,0.999997623
11.18546583,0.196178841,0.449317684,0.436615001,0.662390582,0.999997623
1045.446732,-0.01932795,0.179328757,-0.107779422,0.914170667,0.999997623
31.03545377,-0.041339055,0.384564169,-0.107495859,0.914395611,0.999997623
1618.503655,0.168337842,0.133698993,1.259080858,0.208001128,0.999997623
9.81055599,0.710507719,0.473518708,1.500485002,0.133488816,0.999997623
352.8988693,0.101244069,0.134299252,0.753869198,0.450927768,0.999997623
7.771210872,0.608414407,0.411549784,1.478349475,0.139314261,0.999997623
10.45215379,0.316866744,0.666986232,0.475072391,0.634735376,0.999997623
2.34054219,0.411752791,0.704558307,0.584412656,0.558942714,0.999997623
89.16248743,0.174420181,0.284501031,0.613073984,0.539827422,0.999997623
4025.288487,-0.084812361,0.10505609,-0.807305517,0.419490486,0.999997623
9.510832294,0.651510535,0.483452742,1.347619898,0.177780667,0.999997623
13.20640189,0.54929476,0.362991485,1.513244204,0.13021764,0.999997623
4.793632771,-0.279917488,0.484554346,-0.577680275,0.563479999,0.999997623
1.289820335,0.497626751,0.857635288,0.580231199,0.561758717,0.999997623
13.14999764,0.105508544,0.356785427,0.29571988,0.767444014,0.999997623
1.074094109,-0.361129707,0.867277273,-0.416394754,0.677121166,0.999997623
186.6358427,-0.117304599,0.20300843,-0.577831172,0.563378107,0.999997623
149.8335678,0.021227267,0.186263074,0.113963905,0.909266407,0.999997623
1405.194432,0.129329687,0.156687635,0.825398169,0.409145574,0.999997623
0.862287828,0.047790943,1.103200364,0.043320275,0.96544623,0.999997623
46.60502603,-0.028325527,0.302784391,-0.093550157,0.925466505,0.999997623
1560.920719,0.112950522,0.175163756,0.644828156,0.519038554,0.999997623
520.2303125,-0.13144956,0.148151896,-0.887262087,0.374937813,0.999997623
90.94965202,-0.25886006,0.188099094,-1.376189833,0.168762869,0.999997623
5.211205286,-0.038743847,0.552402545,-0.070136982,0.944084632,0.999997623
37.22448627,-0.240798332,0.335006887,-0.718786213,0.472272653,0.999997623
1.193343508,-0.859781842,1.862291945,-0.461679408,0.64431124,0.999997623
3035.50841,-0.022899979,0.089101769,-0.257009248,0.797171634,0.999997623
105.0806876,-0.225675733,0.384763012,-0.586531776,0.557518214,0.999997623
6.111783495,-0.007455471,0.978486744,-0.007619388,0.993920666,0.999997623
4983.192954,-0.192489873,0.123437435,-1.55941245,0.118898791,0.999997623
365.4853216,-0.001930161,0.124319249,-0.01552584,0.987612669,0.999997623
2126.740876,-0.015687045,0.104973191,-0.149438588,0.881207565,0.999997623
106.3395781,0.030171898,0.22803224,0.132314175,0.894735796,0.999997623
22.55157792,0.438874947,0.254562951,1.724033073,0.084701873,0.999997623
2.03143369,0.715947119,0.744709576,0.961377618,0.336362334,0.999997623
85.78355982,0.06577753,0.173762335,0.378548838,0.705022921,0.999997623
2.358692276,-1.258792394,0.650216031,-1.935960256,0.052872569,0.999997623
3.883615288,0.047567145,0.637788498,0.074581378,0.940547791,0.999997623
386.4369247,0.08479077,0.100354233,0.844914726,0.398158452,0.999997623
5.136120636,0.063050887,0.839167501,0.075135044,0.940107265,0.999997623
5.850538219,-0.052578225,0.841341003,-0.062493358,0.950169951,0.999997623
503.8876674,-0.201832,0.20121224,-1.003080129,0.315822201,0.999997623
